id,question,chat_history
"11,Ich moechte in ein anderes Zimmer ziehen.,[],""Ja, ein Umzug in ein anderes Zimmer bzw. eine andere Base ist moeglich. Bitte melde deinen Umzugswunsch ueber deinen mybase-Bereich. Wenn ein Zimmer verfuegbar ist, erhaeltst du von uns ein Umzugsangebot."",https://viennabase.at/faq/ [faq],good;",,
"12,Wieviel kostet das?,""[{""""role"""": """"user"""", """"content"""": """"Ich moechte in ein anderes Zimmer ziehen.""""}, {""""role"""": """"assistant"""", """"content"""": """"Ja, ein Umzug in ein anderes Zimmer bzw. eine andere Base ist moeglich. Bitte melde deinen Umzugswunsch ueber deinen mybase-Bereich. Wenn ein Zimmer verfuegbar ist, erhaeltst du von uns ein Umzugsangebot.""""}]"",Das haengt vom Zimmer und von der Viennabase ab. Eine Uebersicht aller Zimmerpreise findest du unter „Zimmer und Preise“.,https://viennabase.at/faq/ [faq],ok;",,
"13,Gibt es aktuell freie Zimmer?,[],""Dazu kann ich aus den verfuegbaren Informationen keine verlaessliche Auskunft geben. Es steht nur da, dass die Verfuegbarkeit sich staendig aendern kann und telefonisch keine verbindlichen Auskuenfte gegeben werden koennen. Am besten schaust du direkt unter „Zimmer und Preise“ nach oder fragst bei Viennabase nach."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"14,Wie ist die Emailadresse von Viennabase?,[],""Die im Kontext genannte E-Mailadresse ist emergency@viennabase.at.\n\nFalls du den Studierendenservice meinst: Im Kontext steht, dass du ihn am besten vor Ort am Service Desk, telefonisch unter +43 1 369 54 90 oder ueber deinen mybase-Bereich erreichst."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],ok;",,
"15,Wann ist das Buero geoeffnet?,[],""In den verfuegbaren Quellen finde ich keine verlaessliche Angabe zu den Buerooeffnungszeiten.\n\nWas ich nur sagen kann:\n\n• Schluesselabholung: am 1. Werktag des Einzugsmonats von 14:00 bis 15:30 Uhr\n• Am Wochenende werden keine Schluessel ausgegeben\n\nWenn du moechtest, kann ich dir helfen, die Antwort aus dem Kontext fuer eine andere konkrete Frage zu pruefen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],bad;",,
"16,Wie breit ist die Matratze in meinem Zimmer?,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"17,Wer ist die heimleitung in der Viennabase donau?,[],""Die verfuegbaren Quellen nennen keine konkrete Person als Heimleitung der Viennasedonau.\nEs steht nur, dass du dich direkt an die Heimleitung vor Ort oder an den Service Desk waehrend der Oeffnungszeiten wenden sollst.\n\nWenn du moechtest, kann ich dir den Kontakt aus dem vorhandenen Text auch noch einmal herausziehen."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],bad;",,
"18,Ist der Umzug gratis?,[],""Das laesst sich aus den verfuegbaren Informationen nicht zuverlaessig beantworten.\nIn den Quellen steht nur, dass du bei einem Umzug ein Umzugsangebot erhaeltst und dass der Preis vom Zimmer und von der Viennabase abhaengt.\n\nWenn du moechtest, kann ich dir auch sagen, wo du den Umzugswunsch melden musst."",https://viennabase.at/faq/ [faq],bad;",,
"19,Wie funktioniert das waschen?,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"20,Ich habe einen Vertrag ab September? Bekomme ich meine Kaution zurueck wenn ich jetzt storniere?,[],""Das laesst sich aus den verfuegbaren Informationen nur bedingt sagen.\n\nFuer eine Stornierung gilt laut Kontext:\n\n• mehr als 60 Tage vor Vertragsbeginn: Kaution minus Buchungs-/Bearbeitungsgebuehr wird zurueckerstattet\n• zwischen 60 und 30 Tagen vor Vertragsbeginn: Buchungs-/Bearbeitungsgebuehr und ein monatliches Benuetzungsentgelt werden einbehalten, der Rest der Kaution wird zurueckerstattet\n• zwischen 30 Tagen und 1 Tag vor Vertragsbeginn: die gesamte Kaution bleibt bei Viennabase\n\nOb du jetzt die Kaution zurueckbekommst, haengt also davon ab, wie viele Tage bis zum Vertragsbeginn im September noch uebrig sind.\n\nWenn du moechtest, kann ich dir helfen, das anhand des genauen Startdatums auszurechnen."",https://viennabase.at/faq/ [faq],good;",,
"21,Wie muss ich stornieren?,[],""Du musst den Ruecktritt schriftlich an Viennabase bekanntgeben.\n\nLaut den verfuegbaren Informationen kannst du das zum Beispiel so machen:\n\n• per Post\n• per E-Mail\n• ueber deinen persoenlichen mybase-Bereich\n\nGenannt werden diese Moeglichkeiten:\n\n• Post: base - homes for students GmbH, Gymnasiumstrasse 85, 1190 Wien\n• E-Mail: office@viennabase.at\n• mybase-Bereich: https://mybase.viennabase.at/ipack3/index.html#home\n\nEs gibt auch ein Muster-Ruecktrittsformular, das du verwenden kannst, es ist aber nicht vorgeschrieben.\n\nWenn du moechtest, kann ich dir auch kurz sagen, was du in die Stornierung schreiben solltest."",https://viennabase.at/faq/ [faq] | data/AGBs.pdf [AGBs] | data/Heimstatut.pdf [Heimstatut],ok;",,
"22,Gibt es in den Zimmern Geschirr?,[],""Ja. Laut den Informationen zum Einzug solltest du selbst das Noetigste mitbringen, darunter Glaeser, Teller, Geschirr, Kochutensilien und Besteck. Das spricht dafuer, dass diese Dinge nicht automatisch im Zimmer vorhanden sind.\n\nWenn du moechtest, kann ich dir auch die komplette Mitbring-Liste kurz zusammenfassen."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"23,Gibt es Bettwaesche?,""[{""""role"""": """"user"""", """"content"""": """"Gibt es in den Zimmern Geschirr?""""}, {""""role"""": """"assistant"""", """"content"""": """"Ja. Laut den Informationen zum Einzug solltest du selbst das Noetigste mitbringen, darunter Glaeser, Teller, Geschirr, Kochutensilien und Besteck. Das spricht dafuer, dass diese Dinge nicht automatisch im Zimmer vorhanden sind.\n\nWenn du moechtest, kann ich dir auch die komplette Mitbring-Liste kurz zusammenfassen.""""}]"",""Ja. Laut den Einzugsinformationen sollst du Bettwaesche selbst mitbringen. Es wird bei der Mitbring-Liste ausdruecklich genannt, ebenso wie Hand- und Badetuecher, Polster und Decke."",https://viennabase.at/faq/ [faq],good;",,
"24,Kann ich meine Mitbewohner selbst aussuchen?,[],""Dazu finde ich in den verfuegbaren Quellen keine zuverlaessige Information.\n\nEs gibt zwar Angaben zu den Zimmerarten und zu einem moeglichen Umzug ueber mybase, aber keine klare Aussage dazu, ob du deine Mitbewohner selbst auswaehlen kannst. Wenn du moechtest, kann ich dir helfen, die naechste passende Kontaktstelle dafuer zu formulieren."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],bad;",,
"25,Darf ich meine Katze mitnehmen?,[],""Das Halten von Tieren ist nur fuer Studierende der Vetmed und nur mit vorheriger schriftlicher Genehmigung durch die Heimverwaltung gestattet. Ausserdem ist es nur in bestimmten Zimmerkategorien moeglich.\n\nWenn du nicht Vetmed studierst oder keine Genehmigung hast, darfst du deine Katze laut den verfuegbaren Informationen nicht einfach mitnehmen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"26,Und Hunde?,""[{""""role"""": """"user"""", """"content"""": """"Darf ich meine Katze mitnehmen?""""}, {""""role"""": """"assistant"""", """"content"""": """"Das Halten von Tieren ist nur fuer Studierende der Vetmed und nur mit vorheriger schriftlicher Genehmigung durch die Heimverwaltung gestattet. Ausserdem ist es nur in bestimmten Zimmerkategorien moeglich.\n\nWenn du nicht Vetmed studierst oder keine Genehmigung hast, darfst du deine Katze laut den verfuegbaren Informationen nicht einfach mitnehmen.""""}]"",""Hunde sind nach den verfuegbaren Informationen genauso wie andere Tiere nur fuer Studierende der Vetmed und nur mit vorheriger schriftlicher Genehmigung der Heimverwaltung erlaubt. Ausserdem ist das nur in bestimmten Zimmerkategorien moeglich.\n\nWenn du nicht Vetmed studierst oder keine Genehmigung hast, darfst du deinen Hund nicht einfach mitbringen."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"27,Und Schlangen?,""[{""""role"""": """"user"""", """"content"""": """"Darf ich meine Katze mitnehmen?""""}, {""""role"""": """"assistant"""", """"content"""": """"Das Halten von Tieren ist nur fuer Studierende der Vetmed und nur mit vorheriger schriftlicher Genehmigung durch die Heimverwaltung gestattet. Ausserdem ist es nur in bestimmten Zimmerkategorien moeglich.\n\nWenn du nicht Vetmed studierst oder keine Genehmigung hast, darfst du deine Katze laut den verfuegbaren Informationen nicht einfach mitnehmen.""""}, {""""role"""": """"user"""", """"content"""": """"Und Hunde?""""}, {""""role"""": """"assistant"""", """"content"""": """"Hunde sind nach den verfuegbaren Informationen genauso wie andere Tiere nur fuer Studierende der Vetmed und nur mit vorheriger schriftlicher Genehmigung der Heimverwaltung erlaubt. Ausserdem ist das nur in bestimmten Zimmerkategorien moeglich.\n\nWenn du nicht Vetmed studierst oder keine Genehmigung hast, darfst du deinen Hund nicht einfach mitbringen.""""}]"",I could not find reliable information for this question in the available Viennabase sources. Please contact the Viennabase office directly or ask the residence management to get a reliable answer.,,bad;",,
"28,Ich habe meinen Schluessel verloren. Was soll ich tun?,[],""Ein Schluesselverlust ist leider teuer. Bitte pass kuenftig besonders darauf auf.\n\nWenn du deinen Schluessel verloren hast, muessen wir aus Sicherheitsgruenden einen kostenpflichtigen Schlosstausch durchfuehren, der ca. EUR 200,- kostet. Melde dich bitte umgehend bei uns.\n\nAusserhalb unserer Oeffnungszeiten sende bitte ein E-Mail an emergency@viennabase.at und nenne:\n\n• deinen Namen\n• deine Viennabase\n• deine Zimmernummer\n• eine Telefonnummer, unter der wir dich erreichen koennen"",,good;",,
"29,Ich habe nur meinen Chip verloren,""[{""""role"""": """"user"""", """"content"""": """"Ich habe meinen Schluessel verloren. Was soll ich tun?""""}, {""""role"""": """"assistant"""", """"content"""": """"Ein Schluesselverlust ist leider teuer. Bitte pass kuenftig besonders darauf auf.\n\nWenn du deinen Schluessel verloren hast, muessen wir aus Sicherheitsgruenden einen kostenpflichtigen Schlosstausch durchfuehren, der ca. EUR 200,- kostet. Melde dich bitte umgehend bei uns.\n\nAusserhalb unserer Oeffnungszeiten sende bitte ein E-Mail an emergency@viennabase.at und nenne:\n\n• deinen Namen\n• deine Viennabase\n• deine Zimmernummer\n• eine Telefonnummer, unter der wir dich erreichen koennen""""}]"",""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"30,Wo bekomme ich einen neuen Schluessel?,[],""Einen neuen Schluessel bekommst du bei der Schluesselabholung in deiner Viennabase. Laut den verfuegbaren Informationen ist das am 1. Werktag des Einzugsmonats von 14:00 bis 15:30 Uhr moeglich. Bitte bringe einen Lichtbildausweis mit. Am Wochenende werden keine Schluessel ausgegeben.\n\nFalls du den Schluessel nicht persoenlich abholen kannst, kann auch eine Person deines Vertrauens kommen. Diese braucht einen Lichtbildausweis und du musst uns vorher ueber deinen mybase-Bereich den Namen und die Erlaubnis schicken."",https://viennabase.at/faq/ [faq],bad;",,
"31,Ich moechte frueher einziehen. Geht das?,[],""Ein Einzug vor Vertragsbeginn ist nur nach Ruecksprache moeglich;"" dabei koennen zusaetzliche Kosten anfallen.\nDer regulaere Einzug ist immer am 1. Werktag ab 14:00 Uhr des Einzugsmonats moeglich.\n\nWenn du frueher einziehen moechtest"," melde dich bitte zur Absprache.""""",https://viennabase.at/faq/ [faq]
"32,Wie oft duerfen Freunde bei mir uebernachten?,[],""Freunde kannst du zwar einladen, aber es ist nicht erlaubt, dass sie bei dir uebernachten oder mehrere Tage bei dir wohnen. In den verfuegbaren Informationen steht ein Uebernachtungsverbot in allen Viennabase-Heimen.\n\nEine genaue Anzahl, wie oft das erlaubt waere, wird in den Quellen nicht genannt. Nach den vorliegenden Angaben ist Uebernachten generell nicht gestattet."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"33,Darf ich eine Klimaanlage in mein Zimmer stellen?,[],""Nur in Ausnahmefaellen: Das Aufstellen bzw. Verwenden von Klimageraeten ist nur mit vorheriger schriftlicher Zustimmung der Heimleitung und gegen Aufpreis moeglich. Wenn ein nicht gemeldetes Klimageraet entdeckt wird, kann das Entgelt fuer die gesamte Kuehlperiode rueckwirkend nachverrechnet werden."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"34,Werden die Zimmer gereinigt?,[],""Die Zimmer werden laut Kontext nicht automatisch gereinigt: Alle Heimbewohner*innen sind verpflichtet, ihre Zimmer selbstaendig zu reinigen.\n\nNur falls die Reinigung des Zimmers Bestandteil des Benutzungsentgelts ist, muss dem Reinigungspersonal Zutritt gewaehrt werden. Ausserdem kann Viennabase bei stark verschmutzten Zimmern eine kostenpflichtige Reinigung beauftragen, wenn nicht rechtzeitig selbst gereinigt wird."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],good;",,
"35,Es wurde yoghurt in der Stockwerkskueche gestohlen. Was soll ich tun?,[],""Ich konnte in den verfuegbaren Viennabase-Quellen keine verlaessliche Antwort auf diese Frage finden. Bitte kontaktiere das Viennabase-Buero direkt oder frage die Heimleitung, um eine sichere Auskunft zu erhalten."",,bad;",,
"36,wie alt muss ich sein damit ich mich um einen heimplatz bewerben kann?,[],""Aus den verfuegbaren Informationen geht kein Mindestalter fuer die Bewerbung um einen Heimplatz bei Viennabase hervor.\n\nWas die Quellen sagen:\n\n• Fuer einen regulaeren Heimplatz musst du Student*in sein.\n• Fuer die Vergabe werden die Foerderkriterien gemaess Studienfoerderungsgesetz herangezogen.\n• Bei Studienanfaenger*innen dient das Maturazeugnis als Anspruchsnachweis.\n\nEin konkretes Alter wird aber nicht genannt. Wenn du moechtest, kann ich dir helfen, die Frage fuer das Viennabase-Buero oder die Heimleitung kurz zu formulieren."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],;",,
"37,Gibt es eine Altersgrenze?,""[{""""role"""": """"user"""", """"content"""": """"wie alt muss ich sein damit ich mich um einen heimplatz bewerben kann?""""}, {""""role"""": """"assistant"""", """"content"""": """"Aus den verfuegbaren Informationen geht kein Mindestalter fuer die Bewerbung um einen Heimplatz bei Viennabase hervor.\\n\\nWas die Quellen sagen:\\n\\n• Fuer einen regulaeren Heimplatz musst du Student*in sein.\\n• Fuer die Vergabe werden die Foerderkriterien gemaess Studienfoerderungsgesetz herangezogen.\\n• Bei Studienanfaenger*innen dient das Maturazeugnis als Anspruchsnachweis.\\n\\nEin konkretes Alter wird aber nicht genannt. Wenn du moechtest, kann ich dir helfen, die Frage fuer das Viennabase-Buero oder die Heimleitung kurz zu formulieren.""""}]"",""Nein, laut den verfuegbaren Informationen gibt es keine Altersgrenze bei der Aufnahme.\n\nWenn du magst, kann ich dir auch sagen, ob es stattdessen andere Voraussetzungen fuer die Bewerbung gibt."",https://viennabase.at/faq/ [faq],good;",,
"38,Kann ich mit einer Freundin gemeinsam wohnen?,[],""Ja, dazu gibt es im Kontext einen passenden Wohnungs-Typ: „Studio Apartment friends (2 Einzelbetten)”. Das spricht dafuer, dass gemeinsames Wohnen mit einer Freundin moeglich ist, wenn ihr diesen Wohnungstyp habt.\n\nWichtig:\n\n• Besuch ist erlaubt\n• Uebernachten bzw. mehrere Tage bleiben ist nicht erlaubt fuer Freunde\n• Weitervermieten / Ueberlassen an Dritte ist untersagt\n\nWenn du magst, kann ich dir auch die Unterschiede zwischen den genannten Apartment-Typen kurz auflisten."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"39,Wo und wann bekomme ich den Meldezettel?,[],""Du bekommst den abgestempelten Meldezettel bei der Schluesselabholung. Mit diesem Meldezettel musst du dich dann innerhalb von drei Tagen beim Meldeamt registrieren.\n\nWenn du moechtest, kann ich dir auch kurz zusammenfassen, was du nach dem Einzug sonst noch erledigen musst."",https://viennabase.at/faq/ [faq],good;",,
"40,Wie ist die Adresse der viennabase22?,[],""Die verfuegbare Quelle nennt keine Adresse fuer die viennabase22.\nIch konnte in den vorliegenden Informationen nur die Adresse von Viennabasedonau finden:\n\nKaisermuehlenstrasse 14, 1220 Wien\n\nWenn du moechtest, kann ich dir auch helfen, die richtige Adresse anhand weiterer Informationen einzugrenzen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],bad;",,
"41,Und viennabase11?,""[{""""role"""": """"user"""", """"content"""": """"Wie ist die Adresse der viennabase22?""""}, {""""role"""": """"assistant"""", """"content"""": """"Die verfuegbare Quelle nennt keine Adresse fuer die viennabase22.\\nIch konnte in den vorliegenden Informationen nur die Adresse von Viennabasedonau finden:\\n\\nKaisermuehlenstrasse 14, 1220 Wien\\n\\nWenn du moechtest, kann ich dir auch helfen, die richtige Adresse anhand weiterer Informationen einzugrenzen.""""}]"",""Die verfuegbare Quelle nennt fuer Viennabase11 folgende Adresse:\n\nMedwedweg 3, 1110 Wien"",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"42,Und viennabase3?,[],""Fuer Viennabase3 konnte ich in den verfuegbaren Informationen keine verlaessliche Adresse finden.\n\nWenn du moechtest, kann ich dir helfen, die Adresse anhand weiterer Details einzugrenzen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],bad;",,
"43,Wann ist der Haustechniker da?,[],""Der Haustechniker kuemmert sich schnellstmoeglich darum. In der vorliegenden Information steht ausserdem, dass Schadensbehebungen waehrend der ueblichen Dienstzeiten stattfinden. Einen genaueren Zeitpunkt kann ich daraus nicht verlaesslich entnehmen."",data/Heimstatut.pdf [Heimstatut] | https://viennabase.at/faq/ [faq],ok;",,
44,Wie hoch ist die Kaution?,[]
"45,Kann ich sie auch mit Kreditkarte bezahlen?,""[{""""role"""": """"user"""", """"content"""": """"Wie hoch ist die Kaution?""""}, {""""role"""": """"assistant"""", """"content"""": """"Die Kaution betraegt immer 2 monatliche Benutzungsentgelte. Der genaue Betrag haengt also von deinem Zimmer bzw. der jeweiligen Viennabase ab.""""}]"",""Dazu konnte ich in den verfuegbaren Informationen keine verlaessliche Angabe finden.\nEs ist nur ersichtlich, dass die Kaution bei der Buchung zu entrichten ist und 2 monatliche Benutzungsentgelte betraegt. Ob eine Zahlung mit Kreditkarte moeglich ist, wird in den vorhandenen Quellen nicht erwaehnt.\n\nWenn du moechtest, kann ich dir auch helfen, die passende Stelle fuer eine Nachfrage bei Viennabase zu formulieren."",https://viennabase.at/faq/ [faq],bad;",,
"46,Bis wann muss ich die Miete bezahlen?,[],""Die monatliche Miete bzw. das Benutzungsentgelt wird automatisch um den 5. des Monats von deinem Konto abgezogen. Bitte achte also darauf, dass zu Monatsbeginn genug Geld auf dem Konto ist.\n\nFalls noch kein SEPA-Mandat vorliegt, musst du selbststaendig puenktlich bis zum 5. des Monats ueberweisen."",https://viennabase.at/faq/ [faq] | data/Heimstatut.pdf [Heimstatut],good;",,
"47,Kann ich auch mit Kreditkarte zahlen?,""[{""""role"""": """"user"""", """"content"""": """"Bis wann muss ich die Miete bezahlen?""""}, {""""role"""": """"assistant"""", """"content"""": """"Die monatliche Miete bzw. das Benutzungsentgelt wird automatisch um den 5. des Monats von deinem Konto abgezogen. Bitte achte also darauf, dass zu Monatsbeginn genug Geld auf dem Konto ist.\\n\\nFalls noch kein SEPA-Mandat vorliegt, musst du selbststaendig puenktlich bis zum 5. des Monats ueberweisen.""""}]"",""Dazu finde ich in den verfuegbaren Informationen keine zuverlaessige Angabe. In den Quellen wird nur erklaert, dass das monatliche Benutzungsentgelt per Einzugsermaechtigung/SEPA vom Konto abgezogen wird oder andernfalls per Ueberweisung bis zum 5. des Monats zu zahlen ist. Eine Zahlung mit Kreditkarte wird dort nicht erwaehnt."",https://viennabase.at/faq/ [faq],bad;",,
"48,Wann bekomme ich meine Kaution zurueck?,[],""Deine Kaution bekommst du nach Auszug und nach Ende deines Vertrages auf dein Konto ueberwiesen.\n\nFalls Schaeden in deinem Zimmer/deiner Wohnung festgestellt werden, kann sich die Rueckzahlung verzoegern. Bitte sende dafuer deine Bankdaten und die Abmeldebestaetigung (Meldeamt) ueber deinen mybase-Bereich."",https://viennabase.at/faq/ [faq],good;",,
"49,Und wie lange dauert es?,""[{""""role"""": """"user"""", """"content"""": """"Wann bekomme ich meine Kaution zurueck?""""}, {""""role"""": """"assistant"""", """"content"""": """"Deine Kaution bekommst du nach Auszug und nach Ende deines Vertrages auf dein Konto ueberwiesen.\\n\\nFalls Schaeden in deinem Zimmer/deiner Wohnung festgestellt werden, kann sich die Rueckzahlung verzoegern. Bitte sende dafuer deine Bankdaten und die Abmeldebestaetigung (Meldeamt) ueber deinen mybase-Bereich.""""}]"",""Dazu finde ich in den verfuegbaren Quellen keine verlaessliche Angabe zur Dauer der Rueckzahlung.\n\nBekannt ist nur: Die Kaution wird nach Auszug und Ende des Vertrags zurueckueberwiesen, und bei Schaeden kann sich die Rueckzahlung verzoegern. Wenn du moechtest, kann ich dir auch sagen, welche Unterlagen du dafuer ueber mybase einreichen musst."",https://viennabase.at/faq/ [faq],ok;",,
